NAME（名字）,ALIAS（别名）,ACTORS（演员）,COVER（图片）,DIRECTORS（导演）,GENRES（分类）,LANGUAGES,REGIONS（国家）,RELEASE_DATE（时间）,STORYLINE（简介）
四级杀人狂,情色小野猫,李莉莉/陆剑明/吴家丽/伍咏薇/吴大维/秦豪/余莎莉/徐濠萦/黄德斌,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1526443183.jpg,侯永财,惊悚/犯罪,粤语,中国香港,1995/4/7,姐姐（吴嘉丽）因感情上被离弃的痛苦，变成了“黑寡妇”般的杀人狂。妹妹（徐濠莹）从美国返港发展，不知姐姐有此嗜好，她们均对住在隔壁的靓仔（秦豪）发生兴趣。吴嘉丽的好友（伍永薇）为了告知姐妹两人的心事，故意探访秦豪，却发现秦豪失踪。警探吴大维进行周密的调查，发现了可疑之处。情理之中，意料之外，银幕上首现人妖与男人造爱的场面，人妖妃嫱友情出演。
大鸿米店,米,陶泽如/石兰/杨昆,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2554575054.jpg,黄健中,剧情/情色,汉语普通话,中国大陆,2004/6/10,五龙（陶泽如 饰）逃荒进城凭着一身蛮力做了大鸿米店的伙计，食量惊人的他惹来了米店冯老板和大女儿绮云（杨昆 饰）的百般刁难，而自小便作了六爷姘妇的小女儿织云（石兰 饰）却见他总是笑逐颜开，白天到处受人欺负的五龙只有晚上躺在米仓里大口大口的嚼生米时才能感觉到踏实。偶然一次机会，让五龙发现织云和六爷的手下阿保在一起鬼混，为了报复阿保平日里对自己的欺辱，五龙偷偷向六爷告发，后来阿保就被人给捅了。初尝报复带来的快感让五龙兴奋的彻夜无眠，而生性风流的织云对他的百般勾引又令他完全迷失。从此，五龙便开始对身边欺负自己的一个个城里人疯狂的报复……
高压线,,甄子丹/张耀扬,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2329752935.jpg,金扬桦,动作,粤语,中国香港,1995/2/1,探员蒋浩华（甄子丹 饰）因办案手段凌厉大胆常受上峰批评，最近接到外派任务，赴菲律宾接回证人苏权，由于苏权一案牵涉蒋浩华杀妻仇人狄克（张耀扬 饰），蒋浩华严阵以待，但还是被狄克抢得先机。出师不利的蒋浩华决定孤身滞留菲律宾，与当地探员艾度合作查案。狄克是菲律宾颇有权势的卡先生之得力助手，近几年狄克借各种违法交易中饱私囊，逐渐开始挑战卡先生地位。蒋浩华依线索调查狄克与卡先生团伙，不料引起对方连串报复，菲律宾警员比利遇害，对狄克的追捕也以失败告终，菲律宾警方无奈将蒋浩华驱逐，几乎与此同时，狄克与卡先生的矛盾公开化，蒋浩华不顾菲律宾警方的通缉，要与取代卡先生的狄克做最后了结。
月黑风高,,周文健/王敏德/关宝慧/成奎安/周嘉玲/王俊棠/李修贤,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2542976464.jpg,陆剑明,喜剧/悬疑/犯罪,粤语,中国香港,1995/5/4,周仔是大澳警署署长，安于在大澳与世无争的生活。某天夜里他的部下江沙展发现了村民Simon的尸体，当时江恰巧遇上相约女友Linda去大澳渡假的凶杀组高级督察Micheal Cheung，他把Micheal拘捕后始知弄错。Micheal上司李Sir索性派他调查此案，Micheal是极洋化的华侨，工作起来与周仔等人有很大分别，大家因此产生不少冲突。Micheal调查知道Simon与很多村民都曾有过争执，他打算逐一查个究竟。村长女儿亚花与父亲不和，故意将Simon与父亲在地产生意上的问题告知Micheal，并不断向Miheal和周仔放出假消息，令他们觉得村长及其身边的人都有嫌疑。Micheal的调查行动及开放性格令村民不满，他们要赶走他。Micheal险被他们围殴，幸得周仔解围，Micheal才发现周的另一面，验尸报告说明Simon死前曾与B型血女性有性行为，而亚花血型吻合又缺乏不在场证据，最终她在众人面前招认，原来Simon当晚想强暴阿花，她一怒之下便将他杀死，周及Micheal答应尽力帮助阿花灭轻罪名，他们两人也因此案而成了好朋友。-
九纹龙的谎言,浪子情怀 / 九绞龙的谎言,任达华/于莉/罗家英,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2220945365.jpg,李国立,剧情/喜剧/爱情,粤语,中国香港,1995/9/29,以收烂账为生的九纹龙，与妻离异，和儿子相依为命。他不想儿子知道自己不务正业，讹称自己是警察，却在无意间给拆穿。九纹龙邻居Shirley任职服装公司，为人精明能干。她发现未婚夫Chris好色，为存颜面，便伪装成幸福待嫁样子。九纹龙儿子在学校经常说谎，龙前妻知悉，决意带子去外国生活。龙洗心革面，与好友何B仔于街头卖稯子， Shirley对龙渐生好感，但龙自卑，适值何B仔离去，龙顿失挚亲和朋友，失落异常。此时龙前妻出现将子还予龙，并给他钱做小生意。这时何B仔因欠债走投无路，龙出手相救，二人又重聚。龙的生意蒸蒸日上， Shirley也放下了思想重担，坦诚接受事实，龙与她于是开始一段纯真感情。
偷错隔墙花,,李镇洲/苏玉华/龚国强/孙惠芳/袁富华/卢俊豪/陈瑞如/黄清俊/陈淑仪,https://img3.doubanio.com/view/subject/l/public/s2407523.jpg,高志森,喜剧,粤语,中国香港,1995/11/1,"建筑师陶花珲（李镇洲）一向畏妻如虎，在家中毫无地位，连妹仔怀春（孙惠芳）都看不起他。陶满腔委屈，无处出气，常常发泄于好友戴（龚国强）身上。与此同时，陶亦对戴妻洁贞（苏玉华）心存非分之想。洁贞亦觉得戴不解温柔，常与戴发生拗撬。陶更乘虚而入，竟引诱贞到澳门“嬉春酒店""偷情。戴为了视察一所闹鬼的澳门酒店与及送其侄梦星到省城入学，更向陶借妹仔怀春作梦星的仆人。而原来闹鬼的酒店竟然是嬉春酒店，于是他们几人又先后入住了“嬉春酒店""，加上酒店闹鬼，香港扫黄组来澳门扫荡，阴差阳错之下促使笑料连珠炮发，令人捧腹大笑之余，结局更出人意表。"
无面俾,摩登笑探,洪金宝/元彪/金城武/周海媚/陈百祥/童爱玲/刘晓彤/洪天明/洪天祥/邹兆龙/翁虹/王霄,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2167117376.jpg,洪金宝,喜剧/动作/惊悚,粤语,中国香港,1995/2/17,皮埃尔（洪金宝 饰）在上司阿石（金城武 饰）的带领下破获了一宗大型毒品交易案，没收了大量毒品，将它们作为证据存放在警察局中。这批毒品系日本商人山本所有，为了销毁证据替自己脱罪，山本派出了一群亡命之徒狂徒帮，设计潜入警局夺回毒品。
中俄列车大劫案,香港十大奇案之中俄列車大劫案,吕良伟/Н·Н·鲁斯麦基娜/周弘/鲁芬/张双力/敖雯红/安翅/李志雄/马书良/周杰/陈月/张惠中/舒克/朱宏嘉/黄翀/Д·В·芭斯卡科娃,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2457540268.jpg,麦当杰,动作,粤语,中国香港,1995/11/1,1989年戈尔巴乔夫访华以后，中俄恢复了全面贸易。“北京——莫斯科”的国际列车顿时热闹起来，人称“国际倒爷”的中国商人带着各式各样的货物向俄罗斯、波兰等东欧国家蜂涌而去。接踵而来的是一些歹徒也看准时机纠集成伙在列车上进行疯狂的抢劫、强奸，无恶不作。为了保卫改革开放的成果，维护我国的国际形象，彻底打击这群恶势力，保证中外旅客的安全，我公安部门派出以向冲为首的专案小组赴俄，协同俄罗斯警方进行侦破。把这伙匪徒捉拿归案。向冲的助手们乘飞机先行到达莫斯科，他自己则乘坐国际列车。以便深入了解案情，果然，在列车驶入俄罗斯境内后，犯罪分子乘着夜色动手了，旅客们有的被抢劫，有的被轮奸，向冲被掠劫的匪徒惊醒以后与正在行凶的劫匪展开殊死搏斗，终因寡不敌众，被匪徒们从车窗推下火车。 向冲死里逃生，带伤赶到莫斯科，助手们已经到达。向冲在我驻俄大使馆的协助下很快与俄警方接上了关系，俄警方派出女警官娜塔沙与中方合作。她负责外国人犯罪事务，对中国人有些成见，起初合作不力，向冲和助手们不畏艰难，忠于职守，想方设法查找犯罪分子的线索，获得娜塔沙的敬重。中俄警方密切配合，终将犯罪分子一网打尽，并赢得了娜塔沙警官的友谊，他们在莫斯科车站的月台上依依惜别。
和平饭店,老板的故事,周润发/叶童/秦豪/刘洵/吴倩莲/刘晓彤/李兆基/鲁芬,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1863974996.jpg,韦家辉,动作/西部,粤语,中国香港,1995/4/12,江湖杀手阿平（周润发 饰）是和平饭店的老板，传闻他武功了得，曾经一口气杀了二百多个马贼，并且他宣称和平饭店是一个“避难所”，只要进来住宿的人，无论他得罪了什么帮派，都不许前来挑衅生事，但不保证离开后的安全。
追女仔95之绮梦,追女仔九五之绮梦,刘青云/张敏/郑丹瑞/郑祖/古巨基,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2352225414.jpg,李力持,喜剧/爱情/奇幻,粤语,中国香港,1995/6/24,大志车房的修理工孔志龙（刘青云 饰）和叶开（郑丹瑞 饰）是一对亲密无间的好朋友，阿龙热衷改车，他所开发的“原子引擎”所向披靡，战无不胜；阿开性格爽朗，喜欢在花丛中游走。一起偶然的车祸，让阿龙结识了楚楚动人的富家女阿敏（张敏 饰）。阿龙对这个爽朗的女孩一见钟情，爱情的萌芽在两个身份悬殊的年轻人心中生根发芽。然而阿敏的父亲经商失败，举家迁往国外，阿龙和她的爱情就如同他苦心栽培的玫瑰花一般无奈凋零了。
玻璃枪的爱,血染的婚纱,任达华/叶童/秦豪/张耀扬/张睿羚,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2347940282.jpg,黎继强/黎继明,剧情/动作/爱情,粤语,中国香港,1995/9/21,荣兆荣（任达华 饰）在黑道驰骋几十年，最终还是难逃恢恢法网入狱服刑。一晃眼十年过去，重获自由的荣兆荣发现自己积累了一辈子的家财被妻子挥霍的一干二净，不仅如此，妻子也音信全无。之后，荣兆荣结识了名为若晴（叶童 饰）的女孩，若晴因为投资生意失败而欠下了巨额的高利贷，两个走投无路之人产生了惺惺相惜的感情，认识没多久就携手步入了婚姻的殿堂。
不道德的礼物,桃色礼物,邱淑贞/郑伊健/王敏德/李蕙敏/江华/陈辉虹/黎应就,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2352243035.jpg,叶伟民,喜剧/爱情,粤语,中国香港,1995/11/18,罗雪儿（邱淑贞 饰）为人中规中矩，帮助父亲经营公司，和男友的关系也是不冷不热，最终被抛弃。 父亲公司出现危机，苦思良策的雪儿与好友Sorry（李蕙敏 饰）到码头散心，巧遇瘫痪的富豪林乐山（江华 饰）。林乐山被雪儿吸引，长年所患的性无能也似乎有了好转。 林乐山之弟林乐水（郑伊健 饰）决定利用这个机会帮助兄长，于是找到雪儿与其签下合同，答应替其父还债。但前提是雪儿要做其兄一晚的情人。 雪儿在金钱的吸引下答应，于是乐水找来帅Gay佬Honey（王敏德 饰）开始对雪儿进行勾引男人的训练……
尖东双虎,,张耀扬/林文龙/徐濠萦/朱永棠,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2509522557.jpg,李炯楷,动作/犯罪,粤语,中国香港,1995/7/29,尖东表面是个繁闹的商业都市，但内里却隐藏不少暗涌，几个黑社会头目结集众兄弟准备开片，连途经的警员也旋即遭殃，警方结果出动机动步队对阵，连场激战也因而展开，而气焰嚣张的尖东双虎也在混战中受伤，其中一名凌俊（张耀扬）更被警方逮捕归案。原来俊自幼因家庭问题而培养出好勇斗狠的性格，最后凭着自己凶悍的手段，成为了当今一时无俩的拳手。但此时，一直陪伴左右的女友美（徐濠莹）却与他分手。当上黑帮大佬的生涯令俊忘却自我，只知与其他黑帮勾结买卖，为非作歹，最后不能自拔……
救世神棍,,梁朝伟/陈小春/林保怡/莫文蔚/林晓峰/杜德伟/郑则仕/郑丹瑞/吴耀汉/陈豪/袁咏仪/邵音音/钟丽缇,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2228904139.jpg,李志毅,剧情/喜剧,粤语,中国香港,1995/7/28,黄大凤（梁朝伟 饰）从小就跟着师傅在江湖上闯荡，他们做的不是其他，正是骗人的神棍。黄大凤涉足这一行日久，神棍常用的各种各样骗人把戏都烂熟于胸，长大后就开始自立门户了。黄大凤虽然从事的是骗人的勾当，但其实内心十分善良，并不是什么十足的吃人的骗子。在他自立门户后，收了一位徒弟吴智。吴智是那种阴毒奸诈的小人，在他学得了大凤的所有伎俩后，就一脚将他踢开，自立门户，气得大凤发誓要干一番大事业。
还是觉得您最好,,吴岱融/钟淑慧/黄秋生/张睿羚/王喜/施介强/李成昌/林伟雄/黄宗赐/林碧燕,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2352242509.jpg,吴岱融,喜剧,粤语,中国香港,1995/11/17,George年青有为，有自己的事业，有爱她的妻子，但是他父兄皆死于癌症，故他也担心自己会步其父兄的后尘。一日，George的医生朋友，毛医生打算出海钓鱼渡假两天，路过时来探望George，George便乘机向毛追问其身体检查结果，毛只告诉他报告还未出来。但George却偶然听到毛与护士通电话……
黄大仙乌鼠,,吴毅将/钟淑慧,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2352220610.jpg,林义雄,剧情,粤语,中国香港,1995/5/25,香港督察符永琳（吴毅将）因贪污罪被廉署检控，在押往法庭时被同党救出，混乱中更有一名高级督察被杀。符逃往大陆后，勾结当地流氓械劫银行并肆意杀人，被国家列作一号通缉犯。 　　当年曾被徐屈打成招而逃往内地的辉（张国梁）和祥偶然重遇符，遂矢志报复。可惜二人报复不成，反而被符追杀，幸得卡拉OK公关桑妮（钟淑慧）出手相救，而辉亦与桑妮日久生情。岂料桑妮原来是女警，与特警小红（张兰英）分别混入卡拉OK调查符。直至桑尼获知湖南帮计划在广西偷运枪械，才联合辉前往残灭符，最后一切也在一幢大厦内解决。
仙乐飘飘,,郭富城/陈慧琳/吴耀汉/李佩璇/林朗熙/宫韵瑶/马莉/缪达/金智勇/苗侨伟,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2538022666.jpg,张之亮,剧情/喜剧/爱情/歌舞,粤语,中国香港,1995/8/16,音乐教师李靖云（陈慧琳 饰）任教于一所小学，但她又在等待国际舞蹈团的甄选。她的梦想是成为舞蹈团的其中一员。这时学校报名参加了校际的歌唱比赛，李老师需要训练一群顽皮难训的学生。在李老师身心疲惫之时幸好有体育老师林Sir（郭富城 饰）的在旁帮助。林Sir逐渐对李老师产生好感，并加以追求。一对合称的年轻老师，一群可爱活泼的学生，用歌声谱出美妙的生活，而他们各自的理想又能否实现呢？
富贵人间,,许冠文/林海峰/葛民辉/黄秋生/廖启智/苑琼丹/陈加玲/罗家英/陈秀雯/刘青云/蔡澜/文隽/麦家琪,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2167150260.jpg,罗杰承,喜剧/爱情/家庭,粤语,中国香港,1995/1/21,朱工一心扑在事业之上，尽管最终凭借着自己的努力成为了亿万富翁，却因此和亲人之间关系十分疏离。察觉到此事，追悔莫及的朱工决定修复这段伤痕累累的关系，回港过年。朱工的归来掀起了轩然大波，朱发是朱家最小的儿子，年龄悬殊让他和大哥之间并没有很深厚的兄弟情义，然而，一心想要创业的他却在家财万贯的朱工身上看到了商机。
野性的邂逅,偷窥刑警,周嘉玲/郑浩南/方中信,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2546517556.jpg,蒋家骏,剧情/惊悚,粤语,中国香港,1995/3/18,香港影坛三大荧幕硬汉
真相,,何家劲/郭可盈/金超群,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2279218445.jpg,邱礼涛,剧情,粤语,中国香港,1995/3/30,《真相》珍是一名年轻的发型师，偶然认识了大律师劲。一夜珍的弟弟强走进了一间被劫后的便利店，被警察误认为是凶徒，以BEN为首的四名警察把强逮回警局，四人殴打强以逼供，BEN更以把强扔下楼来恐吓强，岂料弄假成真，强重伤昏迷，珍怒愤誓要控告这四名警察，要把他们绳之以法。
山水有相逢,星光俏佳人,刘青云/袁咏仪/蔡少芬/孙佳君/吴镇宇/张达明/谷德昭/谢天华,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2470014629.jpg,马伟豪,喜剧,粤语,中国香港,1995/11/16,梅波（袁咏仪 饰）和沈露露（蔡少芬 饰）不仅仅是生活中的好姐妹，也有着成为明星的共同梦想，两人混迹在六十年代的电影圈。一次偶然的演出机会让梅波结识了当时红极一时的编剧秦淮（刘青云 饰），并对这个才华横溢的编剧产生了微妙的情感。秦淮将推出新戏，梅波和沈露露都有机会出演，情 同姐妹的二人成了竞争对手，沈露露却凭借浮夸的演技意外受到老板亲睐，并由此一炮走红，梅波却因此失去信心回乡。秦淮有感而发，以他和梅波的故事为原型创作了一部剧本，后由露露出演。
西域响马,,孙海英/李云娟/廖学秋,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2425887256.jpg,秦川,剧情/动作,汉语普通话,中国大陆,1997/10/1,一个月光惨淡的夜晚，西域响马头目杨剑飞带人袭击了一个部落。部落中的男女老少惨遭杀害。慕容艳等几个女武士因在外侥幸逃脱此厄运。她们发誓要向杨剑飞讨回血债，而官家也派西域名捕石雨带两名捕快追捕杨剑飞。 杨剑飞听说慕容艳杀了他的几个部下，似乎觉察到慕容艳在与他做对，但他却并不把一个女人放在眼里。 因慕容艳杀了不少人，官府限令石雨在10月内将慕容艳捕获。而石雨对此却不以为然，他认为一个女人作响马，肯定是被人逼迫出来的，况且那几个女人并没有为非作歹．所以他不去为难慕容艳。 慕容艳也听说了石雨，她从同族的一老人口中打听到石雨是侠心义胆的正派人．可她并不相信，她认为历来是“官匪一家”。 不久石雨找到慕容艳，但他并没有抓慕容艳，而且同意了慕容艳的建议：两人共同杀了杨剑飞，然后远离大漠。 在一家酒肆，石雨与杨剑飞不期而遇，双方交手，不分高低，打个平局。相约三日后再战。但是杨剑飞违约，提前行动，想趁石雨没有准备而取胜。幸亏慕容艳手下一个人给石雨送信，使他免遭暗算。石雨立即将此事告之慕容艳，提醒她提防心狠手辣的杨剑飞。 约定的时间到了，石雨和慕容艳来到杨剑飞的老巢。双方见面，一时间刀光剑影，飞沙走石，人喊马嘶。几经拼杀，慕容艳在石雨的帮助下，终于杀死了无恶不作的西域响马头目杨剑飞，报了深仇血恨。
金玉满堂,满汉全席,张国荣/袁咏仪/钟镇涛/赵文卓/罗家英/熊欣欣/樊亦敏/倪淑君/黄百鸣,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p950775183.jpg,徐克,喜剧/爱情,粤语,中国香港,1995/1/28,赵港生（张国荣饰）因厌烦黑社会生活，欲金盆洗手后去加拿大追寻偶像山口百惠，而他选择的移民途径竟是——参加加拿大酒店的厨师考试，丝毫不懂厨艺的他最终因作弊暴露而惨败。
黑太阳南京大屠杀,,张良/潘永/熊小田/张西河/姜文婷/韩振华,https://img1.doubanio.com/view/subject/l/public/s2578818.jpg,牟敦芾,剧情/历史/战争,汉语普通话,中国香港,1995/7/7,1937年12月11日，南京城被围，中日双方展开血战。日军疯狂屠杀手无寸铁的中国百姓，中山门，日军残酷屠杀俘虏。日军第六师团长谷寿夫在中华门说，我们是第一个攻占南京的部队，必须载入史册，命令解除军纪三天，并说所有的中国女人都是慰安妇。日军第十六师团团长中岛今朝吾率部进入国民政府，他在蒋委员的办公室里设立了自己的司令部，南京正式沦陷。
小醉拳,,李若彤/季天笙/陈卓/熊欣欣/黄一山/沈威/刘锡明,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2352218712.jpg,肖荣,动作/古装,汉语普通话,中国香港,1995/5/11,故事发生在清朝年间，皇帝病重，需要用小活佛体内的舍利子方能医治。得知此事的五王爷找到了少林寺方丈，命他交出小活佛，方丈不从，五王爷出兵血洗了少林寺。受方丈所托，欣宜（李若彤 饰）带着福仔（胡斌 饰）、神通（周天龙 饰）和纯子（陈卓 饰）等十八个小和尚踏上了逃亡的旅途，小活佛就在他们其中。
神探磨辘,聪明笨探,刘青云/钟丽缇/伍咏薇/吴镇宇/冯素波/叶竞生,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2538434585.jpg,张志成,爱情,粤语,中国香港,1994/6/8,陆志摩服务警界十年，办事鲁莽，每次都由女上司黄雪笙化险为夷，其后他发现黄鲜为人知的同性恋秘密，但他不仅为她紧守秘密，甚至成为她的爱情军师。这对工作上的冤家拍挡，竟同时发展为感情知己……
大刀王五,,郑浩南/蓝洁瑛/尹杨明,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2564165194.jpg,杜琪峰,剧情/动作/传记/历史,粤语,中国香港,1994/11/14,一把大刀沾尽血腥无数 刀客沦为钦犯 问世间谁是英雄.无限电视电影“大刀王五”，剧情紧凑，武打动作出色。
奸人世家,奸人大汇演,何家驹/成奎安/陈惠敏/胡枫/玛利亚/黄一飞/石坚/沈威/龙方/黄子扬/曾近荣/何沛东/张凤妮/汪永芳/鲁芬,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2335226817.jpg,林庆隆,动作,粤语,中国香港,1994/3/26,一个奸人世家，石坚为父，儿子为陈惠敏、成奎安、黄子扬、李兆基等，众人无恶不作，石六十大寿时，石弟胡枫及其儿子奸飞带来消息，南非姨丈过身，留下十亿美金遗产，但众人要改变做好人及做足一百分才可以接受遗产，否则全部送给胡，石为了面子，叫各人做好事，胡派龙方去阻止及破坏众人，最后石开慈善大会，龙挟持石儿子及媳妇并赌一场……
沙甸鱼杀人事件,,黄子华/廖啟智/陳佩珊/温碧霞/潘芳芳,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2214417473.jpg,赵崇基 (Sung Kee Chiu),剧情/喜剧,粤语,中国香港,1994/9/9,本片具有极大的讽刺意味。底层劳动人民沙甸鱼（黄子华 饰）为人老实，是一家超市的职员。兢兢业业的工作并没有令沙甸鱼赢得大家的肯定，反而经常受到取笑。沙甸鱼一直都是租房居住，最近更被业主贝太（潘芳芳 饰）逼迁，加上女友一直逼他买房结婚，然而微薄的工资却始终不够，沙甸鱼好不烦恼。一个晚上，贝太与女儿Anna（温碧霞 饰）吵架后来到沙甸鱼家，想找他出气，岂料最后竟然酗酒加服药猝死沙甸鱼家中。本来就已经烦恼缠身的沙甸鱼，这下更惹上了大麻烦，渐渐越陷越深……
珠光宝气,,袁咏仪/钟丽缇/陈小春/王敏德/罗家英,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2352166566.jpg,王晶,喜剧/爱情,粤语,中国香港,1994/11/26,私生女的特殊身份让高秀萍（袁咏仪 饰）十分自卑，久而久之形成了沉默寡言的内向性格并经常受到周遭同事排挤。无奈之下，母亲托关系让秀萍进入了其父经营的广告公司工作，作为交换条件，在公司里，秀萍必须隐瞒自己的真实身份。
少林活宝贝,,蔡宇/刘鍚才/刘家辉/李婉华/李晓彤/黄一山/夏占士/郭振锋,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2177958547.jpg,叶天行,喜剧,粤语,中国香港,1994/6/4,在静觉寺清幽严肃的环境中，空智大师（刘家辉）正主持佛学并教导一班小和尚勤练功夫，健体强身，惟当中肥仔清凉顽皮的性格街知巷闻，结果因贪玩game boy 而遭师父惩罚。 心心不愤的清凉欲到空智房间偷回游戏机，得师兄清心（刘赐才）帮助才免被师父责怪。原来，两人一直希望走到外面的花花世界见识，就在一次机缘巧合下，清心与清凉流浪香港，并遇上女扒手Money（李婉华）。
新同居时代,,林海峰/吴倩莲/张艾嘉/吴奇隆/张曼玉/葛民辉/赵文瑄/张锦程,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2180317000.jpg,杨凡/张艾嘉/赵良骏,剧情/喜剧/爱情,粤语,中国香港,1994/1/6,三个故事讲述着现代人的爱和痛。第一个故事《摘星记》，主角星仔（林海峰 饰）是个美发师，“不要为一颗星星而放弃整个天空”是他秉承的爱情观，然而，当他遇上冰冰（吴倩莲 饰）后，一切都有了改变，他想向她表白，却每每欲言又止……第二个故事《怨妇俱乐部》，米高（吴奇隆 饰）是个不善于与人交往的年轻人，他决定在交友俱乐部寻觅可以发展的好友，结果他竟然迎来了一段忘年恋，年过四十的怨妇安娜（张艾嘉 饰）和米高开始了一段纠结的感情……第三个故事《未婚妈妈》，在可可刘（张曼玉 饰）和外籍男士发生关系后，她开始搞不清自己肚子里的骨肉是男友（赵文瑄 饰）的，还是那个英俊的外籍男人……
火云传奇,火龙风云,林青霞/吴君如/莫少聪/巫刚/叶全真/单立文,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2352135416.jpg,袁和平,喜剧/动作/武侠/古装,粤语,中国香港,1994/8/13,当朝六王爷（单立文 饰）勾连土番，意图不轨。陇北节度使截获六王爷通外密信一封，遭六王爷座下两大宠幸刺客之一的“火云邪神”映霞（林青霞 饰）追杀，节度使遇刺前将密信、虎符交托亲弟玄明（莫少聪 饰），玄明避难一杂技班中，班主莲容（吴君如 饰）癫狂泼辣，爱慕玄明却不见容，只得藏起虎符强留。
暴风眼,超霸女郎,张敏/任达华/袁咏仪/黄志强/李健生/周树基,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2355083912.jpg,李健生,动作/奇幻,粤语,中国香港,1994/6/3,依照法律拘捕东铁集团首脑时，特搜组干警江Sir（任达华 饰）遇到神秘女子叶风（张敏 饰），开枪击落她的手掌，叶风丢下铁手掌离去，江Sir怀疑她是机器人，开始特别留意她的行踪。高杰（袁咏仪 饰）率四名助手于某夜潜入东铁集团大楼准备盗取宝物秦黄石，要到手时，遇到也为秦皇石而来的叶风，两人展开争夺，高杰携石逃走。江Sir奉命追查此案，但效果令东铁集团新首脑龙羽（黄志强 饰）与得力助手由田哲（李健生 饰）颇为不满，两人开始追杀叶风和高杰众人，但江Sir没放弃尽职尽责。追逐中，神秘的叶风和江Sir渐渐生出感情，而他们两人又与高杰和东铁集团一干人展开四角争夺战，敌我关系一时复杂难辨。
我爱法拉利,,周慧敏/邵仲衡/郭耀明,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2244844088.jpg,陈家荪,剧情,粤语,中国香港,1994/11/26,周小敏（周慧敏 饰）一直梦想成为一名歌手，以实现亡母的心愿。与哥哥Sam（邵仲衡 饰）相依为命。经朋友小圣子（赵继纯 饰）介绍认识了周伟忠（郭耀明 饰）及阿标（朱永龙 饰），两个男孩都对小敏一见钟情。知道了小敏的梦想后，阿标他们几个愿意自己出钱让小敏出唱片，却因为与录音师发生争执导致小敏失明。当知道朋友们的举动后，小敏愤然离开后遭到绑架，原来是毒贩想在阿Sam的酒吧中兜售毒品，企图绑架小敏以作威胁……
飞虎雄心,飞虎群英 / 狙击密令,容锦昌/王敏德/李若彤/罗礼贤/陈国邦/方保罗,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2352118000.jpg,陈嘉上,动作/犯罪,粤语,中国香港,1994/3/17,何志伟（容锦昌 饰）是一名警察，肩上背负着保卫香港市民人身安全的重担。虽然何志伟的内心里充满了职业荣誉感和责任感，但目睹着越来越多负面事件的发生，眼看着现实和理想背离的越来越远，何志伟内心的追求开始渐渐产生了动摇。
梦差人,,黄秋生/许志安/王馨平/林保怡/刘锡贤,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2456347906.jpg,邱礼涛,动作,粤语,中国香港,1994/10/6,阿忠（黄秋生 饰）从小就想成为一名警察，然而，视力不好的他无法达到警局的要求，无奈之下，他只得当起了交通督导员。一次偶然中，阿忠和曾经的好友乔尼（林保怡 饰）的重逢了，此时的乔尼已经成为了肩负重任的探员，这让阿忠感到羡慕不已。然而没过多久，乔尼便失踪了，只留下十分焦急的女友琳达（王馨平 饰）向阿忠求助。
