NAME（名字）,ALIAS（别名）,ACTORS（演员）,COVER（图片）,DIRECTORS（导演）,GENRES（分类）,LANGUAGES,REGIONS（国家）,RELEASE_DATE（时间）,STORYLINE（简介）
心中的杀手  ,魔由心生 / 内心的杀手,卡西·阿弗莱克/凯特·哈德森/杰西卡·阿尔芭/尼德·巴蒂/伊莱亚斯·科泰斯/汤姆·鲍尔/西蒙·贝克/比尔·普尔曼/布兰特·布里斯科/马修·马希尔/连姆·艾肯/杰·R.弗格森/布蕾克·林斯利,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2223959902.jpg,迈克尔·温特伯顿,剧情/惊悚/犯罪,英语,美国,2010/1/24,20世纪40年代，美国某个依靠石油而发展起来的小镇。当地最大富豪彻斯特·康维（Ned Beatty 饰）的儿子艾尔姆（Jay R. Ferguson 饰）即将成婚，然而却有件事让彻斯特颇感烦恼。原来艾尔姆此前和妓女乔伊丝·雷克兰德（杰西卡?阿尔芭 Jessica Alba 饰）有染，为避免尴尬之事发生，彻斯特暗中授意警方驱逐乔伊丝，而小警察卢·福特（卡西·阿弗莱克 Casey Affleck 饰）成为了此项工作的具体执行者。卢表面内向顺从，内心却隐藏着不为人知的秘密。短短几周的相处，乔伊丝已然对他深深迷恋，不可自拔。谁知在最后关头，卢却对乔伊丝和艾尔姆痛下杀手，从此跌入万劫不复的黑色深渊中……
DirtyPair?005班机阴谋  ,ダーティペア?謀略の005便,頓宮恭子/島津冴子/巻島直樹,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2517463806.jpg,泷泽敏文,动画,日语,日本,1990/1/25,ダーティペア?謀略の005便
中间人  ,中介商(台),卢克·威尔逊/吉奥瓦尼·瑞比西/盖布瑞·马赫特/詹姆斯·肯恩/杰茜达·芭瑞特/凯文·波拉克/劳拉·莱姆希/拉德·舍博德兹加/泰瑞·克鲁斯/凯尔希·格兰莫/格拉汉姆·麦克泰维什/罗伯特·福斯特/约翰·阿什顿,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1480919755.jpg,乔治·加洛,剧情/喜剧/犯罪,英语,美国,2010/8/6,杰克·哈里斯（卢克·威尔逊 Luke Wilson 饰）拥有美满的家庭和成功的事业，直到一次偶然的机会让他遇见韦恩（吉奥瓦尼·瑞比西 Giovanni Ribisi 饰）和巴克（盖布瑞·马赫特 Gabriel Macht 饰）。这两人一心想开发互联网色情行业但却始终不得要领，杰克看到了这个创意的前途，决意合伙经营。不久，三人就建立起了独家的色情门户网站，大赚特赚，甚至开始雇用自己的色情明星。然而杰克的妻子却十分反对他的事业，于是忙于吸金的杰克日渐与家庭疏远，并开始与色情艺人奥黛丽（劳拉·莱姆希 Laura Ramsey 饰）沉溺于肉体狂欢中。然而，随着网站效应日渐膨胀，恐怖分子和FBI竟同时盯上了杰克一行人，事情开始向戏剧性的方向发展，三人的网站也不再是赚钱那么简单了……
车逝  ,,刘兆铭/成泰燊/王珞丹,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p827675055.jpg,书亚/高天,剧情,汉语普通话,中国大陆,2008/11/10,郝岩冰（成泰燊 饰）的妻子无故失踪，距今已有八年之久，这些年间，痛苦的男人一直将自己关在红色的房车里，默默的等待着不知如今身在何处的妻子再度出现。在一条危险的公路上，郝岩冰遇见了神秘的女孩美美（王珞丹 饰），麻木而又冷静的她似乎不知道危险为何物。
美少女战士R剧场版：花朵的约定  ,星夜传奇 / 美少女战士剧场版 花朵的约定,三石琴乃/久川绫/绪方惠美,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2524236548.jpg,武内直子,剧情/喜剧/爱情/动画,日语,日本,1993/12/5,故事主要回忆太阳系内部战士以及Sailor Moon的觉醒背景。
美食村  ,,全超/黄靖博,https://img3.doubanio.com/view/subject/l/public/s2863885.jpg,高文东,剧情,汉语普通话,中国大陆,2008/2/14,美食村，90年代曾繁华一时的美食广场，如今成了破败的城市村落。高楼变成廉价的出租屋，住着城市底层的商贩、流氓与妓女，三宝与婷婷就是这美食村中的一对男女。
侠探杰克  ,烈探狙击(港) / 神隐任务(台) / 杰克·理查尔 / 射杀疑云 / 完美嫌犯 / 游侠杰克 / 一击,汤姆·克鲁斯/裴淳华/理查德·詹金斯/杰·科特尼/罗伯特·杜瓦尔/沃纳·赫尔佐格/大卫·奥伊罗/约瑟夫·斯科拉/迈克尔·雷蒙德-詹姆斯/艾莉克希娅·法斯特/乔什·赫尔曼/迪伦·库斯曼/丹佛·米洛/詹姆斯·马丁·凯利,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1740079049.jpg,克里斯托弗·麦奎里,动作/惊悚/犯罪,英语,美国,2013/2/16,影片根据“英国惊悚小说天王”李查德的小说《完美嫌犯》改编。
艺者对忍者  ,艺妓对忍者,佃井皆美/金井茂/大久保鷹,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p718766792.jpg,小原剛,剧情/动作,日语,日本,2008/9/27,美丽的红伞艺妓山部琴乃（佃井皆美 饰）自幼跟随父亲周五郎（野村将希 饰）学习家传刀法，武功了得。当她年幼时，父亲被武士片桐兵卫（金井茂 饰）杀害，为报父仇，琴乃以艺妓的身份追查仇人的下落。
銀座愛物語 クラブアンダルシア  ,,松方弘樹/吉井怜/中島史恵/川村亜紀/中村愛美/相葉優羽/麻亜里/薬師寺保栄/木村祐一/鶴田さやか,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p739832497.jpg,横山浩之,剧情/爱情,日语,日本,2009/1/17,繁华东京，迷离银座。每逢夜幕降临，男男女女觥筹交错，浅谈吟笑，用酒精消解着各自心中无限的孤独与怅然。坐落于银座一隅的阿达露西亚俱乐部，有着一位极为少见的男性老板，名叫奥村健司（松方弘树 饰）。他温文尔雅、彬彬有礼，永远挂着一抹微笑。在他看来，陪酒卖笑已是底线，酒女更应固守自己的尊严，因此与那些允许酒女和客人发生关系的夜店相比，阿达露西亚多少显得有些寂寥。只不过，在这物欲横流的时代，有的女孩情愿用肉体去达成心中的愿望。也有的女子饱受创伤，即使遇到真心爱慕自己的男子，也不愿敞开心扉。然即便污浊之所，仍有纯爱存在……
怪奇！地狱小僧  ,,山本未来/津田宽治/染谷将太/正司花江/沼田爆/赤星満,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p979182658.jpg,安里麻里,恐怖,日语,日本,2004/10/2,富翁之子因交通意外而丧生，母亲爱子心切，利用巫术使之复活，复活后的儿子不仅面貌恐怖，更要靠食人内脏得以存活……改编自日本最畅销之恐怖漫画巨著映像化！日野日出志：怪奇剧场日野日出志是当今日本恐怖漫画界的超级大师！怪奇剧场系列(全套共六部)终于成功诞生，分别由六位日本首席恐怖大导及一众人气明星出演，成功地把日本漫画史上最血腥、最恶心、最离奇、最荒诞的题材演化为真人电影。
神奈大成功  ,,山田优/山崎静代/中别府葵/佐藤仁美/柏原崇,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p739815910.jpg,井上晃一,剧情,日语,日本,2009/1/17,神无月神奈（山田优 饰）虽然个性温柔善良，却因为抱歉的样貌而饱受排挤欺凌。某日，神奈邂逅了名为莲台寺浩介（永田彬 饰）的男子，对其一见钟情。为了追求这段姻缘，神奈决定去整容，在经历了各种波折和痛苦之后，脱胎换骨的神奈终于加入了“美女”的行列。
学校3  ,,大竹忍/小林稔侍/黑田勇树,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1921162672.jpg,山田洋次,剧情,日语,日本,1998/10/17,1993年，山田洋次導演的《學校》在日本本土引起極大迴響，不僅贏得好評如潮，更在各大頒獎禮中獨領風騷。本片乃日本庶民劇大導演山田洋次「學校」系列的第三集，今次的舞台設於職業訓練學校。十年前，小島紗和子的丈夫因過勞而去逝，遺下了一個患有自閉症的兒子富美男，紗和子獨力將他養大。當她被公司解僱後，為取得新工作，她唯有進行職業再培訓，到職業訓練學校進修，希望可以過新生活。在學校裡，紗和子認識了剛被一所大企業解僱的高野周吉。某日，他寄了一本書給她，開始了二人戀情的第一步。
装甲骑兵：佩尔森档案　剧场版  ,,乡田穗积/长嶝高士/江川央生/后藤哲夫/矢部雅史/石冢运升/银河万丈/渡部猛/塚田正昭/五王四郎/有本钦隆/子安武人/诸角宪一/广濑正志/饭塚昭三/斋藤志郎/稻叶实/堀之纪/宝龟克寿/水内清光/菅原淳一/小关一/松本大/鸟海胜美/莲池龙三/涉谷茂/柳泽荣治/三户耕三/古泽彻/大塚周夫,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p739819695.jpg,高桥良辅,动画,日语,日本,2009/1/17,1983年に放送を開始したTVアニメ「装甲騎兵ボトムズ」の前日譚で、メカや戦闘シーンを3DCGを用いて描いたOVA「装甲騎兵ボトムズ／ペールゼン?ファイルズ」の劇場版。監督の高橋良輔やキャラクターデザインの塩山紀生ら、初期オリジナルスタッフが再集結。100年にも及ぶ戦争が続くアストラギウス銀河で、“異能生存体”と呼ばれる不死の得意遺伝子について記されている極秘文章「ペールゼン?ファイル」を巡り、戦局は大きく変わろうとしていた。
电波系彼女OVA1  ,电波系彼女,广桥凉/细谷佳正,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2175057854.jpg,片山宪太郎/神户守,剧情/动画,日语,日本,2009/5/1,柔泽十（细谷佳正 配音）是一个外表凶恶的金发不良少年，但在内心里，十对自己的个性和所作所为十分厌恶。某一天，十突然被一个自称与他有着前世羁绊的叫做堕花雨（広桥凉 配音）的诡异少女缠上了。雨是一个标准的电波女，喜欢漫画和手办，常年用刘海遮住脸孔。对于雨的强烈攻势，十一开始十分抗拒，但随着雨的锲而不舍，十渐渐接受了雨神出鬼没的存在。
天国大罪  ,,吉永小百合/奥马尔·沙里夫 Omar Sharif/松方弘树/西田敏行,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2153712092.jpg,舛田利雄 Toshio Masuda,剧情/爱情/犯罪,日语,日本,1992/10/3,女检察官辽子与田边同居十年，当辽子发现自己怀孕后，想把孩子留下，而田边却坚持要她打掉，于是，俩人不欢而散。被派到贩毒集团卧底的警察李之洪不幸被黑社会暗杀，杀害李之洪的嫌疑犯黄元虎被抓，阿拉伯餐馆的老板古兰桑辛幸免于难。辽子为此受牵连而辞去检察官。一年后，辽子的儿子被人拐骗了，古兰桑辛帮她找到儿子，后来，两人同居了。不久，警方将贩毒团伙全部抓获，辽子和古兰桑辛一起外逃，共度新的人生。
弟弟  ,给弟弟的安眠曲(港) / 春之樱：吟子和她的弟弟(台) / 年轻的弟弟 / 关于她的弟弟,吉永小百合/笑福亭鹤瓶/苍井优/加濑亮/小林稔侍/小日向文世/石田百合子/笹野高史/佐藤蛾次郎/森本治行/中居正广,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p544551472.jpg,山田洋次,剧情,日语,日本,2010/1/30,东京一隅，温柔善良的高野吟子（吉永小百合 饰）独自打理着去世丈夫留下来的药店。过去的20年里，她和婆婆、女儿小春（蒼井優 饰）住在一起，虽颇多艰辛，但日子平淡幸福。如今，女儿将要嫁作人妻，吟子喜悦之余仍不免有所忧虑。原来在丈夫13周年忌辰上，她的弟弟铁郎（笑福亭鹤瓶 饰）醉酒胡闹，惹得亲朋不快。吟子和哥哥庄平（小林稔侍 饰）有意瞒着弟弟，然而得到消息的铁郎依旧欢喜前来，而且照例醉酒闹事。铁郎的举动不仅让家人颜面尽失，也影响了小春的婚姻。此后的日子里，这个年过半百却总也长不大的弟弟成为了姐姐久久无法割舍的牵绊……
南极料理人  ,,堺雅人/生濑胜久/古关安广/丰原功补/高良健吾/古馆宽治/黑田大辅/小浜正宽/西田尚美/小野花梨/小出早织/宇梶刚士,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p575432919.jpg,冲田修一,喜剧,日语,日本,2009/8/8,本片改编自曾任日本南极观测队厨师的西村淳根据自身经历创作的散文集《有趣的南极料理人》。本是海员厨师的西村淳（堺雅人 饰）被派往冰天雪地的南极圆顶富士基地为七名考察队员担任厨师，妻子（西田尚美 饰）只好独自抚养8岁的女儿和刚出生不久的幼子。在冰天雪地的南极寒地，吃，是考察队七位成员——冰河学助手川村泰士（高良健吾 饰）、气象学家平林雅彦（小浜正宽 饰）、通讯员西平亮（黑田大辅 饰）、医生福田正志（丰原功补 饰）、气象学家兼队长金田浩（古关安广 饰）、机师御子柴健（古馆宽治 饰）和冰河学家本山秀行（生濑胜久 饰）——枯燥生活中的最大乐趣。西村淳想尽办法烹饪各种各样的美味料理，而围绕着吃，八个寂寞的男人也演出无数令人忍俊不禁的生活趣事。
鲁邦三世：七日狂想曲  ,,栗田贯一/小林清志/咲野俊介/安藤麻吹 Andō Mabuki/小林皓正/岩崎博/松尾まつお Matsuo Matsuo/姫野惠二 Keiji Himeno/斉藤瑞樹 Mizuki Saitou/川鍋雅樹 Kawanabe Masaki/奥田庆次/伊丸冈笃/增山江威子/後藤淳一/呉本圭崇 Kuremoto Yoshitaka/雨宮弘樹/伊牟田大/皆木俊彦/木川絵理子 Kigawa Eriko/井上真树夫/纳谷悟朗/伊濑茉莉也/津嘉山正种/立木文彦/玄田哲章/秋元羊介,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2218496423.jpg,亀垣一/柏原寛司,喜剧/动作/动画/犯罪,日语,日本,2006/9/8,鲁邦刚刚利用赛马比赛大赚一笔，紧接着开始打起一周后的另一场赛马的主意。不料半途搭救了一位年方二八的离家出走的美少女，于是鲁邦转行干起了“调解未成年人与家长之间的矛盾”这一“很有教育意义的事业”，同时他还要赶在一周后参加下一场赛马……
你怎么知道  ,爱在心里怎知道(台) / 爱情话你知(港) / 爱的可能 / 你怎知道,保罗·路德/瑞茜·威瑟斯彭/杰克·尼科尔森/欧文·威尔逊,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p719270531.jpg,詹姆斯·L·布鲁克斯,剧情/喜剧/爱情,英语,美国,2010/12/17,作为曾经叱咤风云的前垒球运动员，丽莎（瑞茜·威瑟斯彭 Reese Witherspoon 饰）不得不承认，自己30岁的“高龄”早已不适合再在职场上闯荡了。而就在事业遭受打击的节骨眼上，丽莎的感情也遭遇了危机。丽莎的男友马蒂（欧文·威尔逊 Owen Wilson 饰）是一个著名的花花公子，而身处而立之年的丽莎再也不愿意忍气吞声的当他的“备胎”，相处多年的两人一拍而散。
我买单  ,,小雪/黒谷友香/井坂俊哉/山中崇/小澤征悦/小池栄子/仲村トオル/小山田サユリ/ピエール瀧/北川景子/永島敏行/袴田吉彦/加藤治子/藤田弓子/天光眞弓/原隆仁/佐藤恒治/富川一人/鈴木亮平/吉増裕士/入江雅人/武田義晴/小川岳男/一太郎/林剛史/珠木ゆかり,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p967941609.jpg,森田芳光,喜剧,日语,日本,2009/10/31,東京から故郷の北海道に戻ってきた山吹摩耶は、どうやって稼いだのか、莫大な財産を築いていた。しかし、彼女自身は質素な生活しか送らず、代わりに高校時代の友人たちに、彼らの夢を叶えるために無償で大金を差し出していく。お金を受け取った人々の、そして摩耶の行く末は……。森田芳光監督が小雪を主演に迎え、13年ぶりのオリジナル脚本で描く人間ドラマ。黒谷友香、井坂俊哉、小澤征悦、仲村トオルら豪華キャストが共演。
功夫杀手  ,白鹤功夫传,大卫·卡拉丁/达丽尔·汉纳,https://img1.doubanio.com/view/subject/l/public/s3859977.jpg,菲利普·史派克,动作,英语,美国,2008/2/29,1929年，中国正处于兵荒马乱之中，军阀割据，其中一名军阀卡恩雄踞一省进行鸦片交易，对不服从者横下杀手，只有武当门人敢于卡恩作对，以正中华之风，对立二者之间上有一名西方武术大师白鹤，他是无辜百姓的守护者，军队袭击了武当庙，杀害了妙龄大师，白鹤燃气了熊熊怒火......
